nrow,ncol,intensity
30,23,0.9699999690
30,24,0.9700000286
30,25,0.9700000286
30,26,0.9700000286
30,27,0.9699999690
30,28,0.4979480505
30,29,0.0099999998
30,30,0.0099999998
30,31,0.0099999988
30,32,0.1663714200
30,33,0.1980385780
30,34,0.2343925387
30,35,0.2754484415
30,36,1.0000000000
30,37,1.0000000000
30,38,1.0000000000
30,39,1.0000000000
31,0,0.0000000000
31,1,0.0000000000
31,2,0.0000000000
31,3,0.0000000000
31,4,0.0000000000
31,5,0.0000000000
31,6,0.0000000000
31,7,0.0000000000
31,8,0.0000000000
31,9,0.0000000000
31,10,0.0000000000
31,11,0.0000000000
31,12,0.0000000000
31,13,0.0000000000
31,14,0.0000000000
31,15,0.0161856711
31,16,0.0138143273
31,17,0.0099999998
31,18,0.0099999998
31,19,0.0099999998
31,20,0.0099999998
31,21,0.0099999998
31,22,0.9700000882
31,23,0.9699999690
31,24,0.9700000286
